0.003343, 0.133704, 50
0.015659, 0.246336, 50
0.043366, 0.554127, 50
0.092600, 0.984680, 50
0.166399, 1.475984, 50
0.264703, 1.966078, 50
0.387434, 2.454620, 50
0.534501, 2.941336, 50
0.705804, 3.426064, 50
0.901244, 3.908803, 50
1.120733, 4.389785, 50
1.364211, 4.869563, 50
1.631667, 5.349104, 50
1.923160, 5.829876, 50
2.238855, 6.313886, 50
2.579037, 6.803654, 50
2.944140, 7.302051, 50
3.334741, 7.812012, 50
3.751548, 8.336140, 50
4.195362, 8.876288, 50
4.667025, 9.433257, 50
5.167361, 10.006719, 50
5.697131, 10.595398, 50
6.257004, 11.197460, 50
6.847553, 11.810983, 50
7.469273, 12.434402, 50
8.122615, 13.066842, 50
8.808032, 13.708335, 50
9.526029, 14.359950, 50
10.277221, 15.023843, 50
11.062384, 15.703242, 50
11.881463, 16.381591, 50
12.728215, 16.935040, 50
13.606319, 17.562078, 50
14.512992, 18.133466, 50
15.441948, 18.579120, 50
16.386608, 18.893199, 50
17.336567, 18.999175, 50
18.281011, 18.888887, 50
19.212109, 18.621957, 50
20.121688, 18.191573, 50
21.004873, 17.663701, 50
21.860252, 17.107588, 50
22.686620, 16.527362, 50
23.483089, 15.929376, 50
24.201315, 14.364518, 50
24.870689, 13.387480, 50
25.532624, 13.238695, 50
26.184012, 13.027757, 50
26.824259, 12.804949, 50
27.454609, 12.606994, 50
28.077702, 12.461870, 50
28.696696, 12.379880, 50
29.312897, 12.324008, 50
29.921568, 12.173423, 50
30.509599, 11.760614, 50
31.060991, 11.027843, 50
31.565904, 10.098263, 50
32.022796, 9.137848, 50
32.434629, 8.236654, 50
32.805348, 7.414376, 50
33.138393, 6.660894, 50
33.436392, 5.959993, 50
33.701265, 5.297462, 50
33.934394, 4.662575, 50
34.136775, 4.047613, 50
34.309129, 3.447076, 50
34.451979, 2.857013, 50
34.565706, 2.274528, 50
34.650578, 1.697442, 50
34.706887, 1.126181, 50
34.738415, 0.630572, 50
34.752338, 0.278454, 50
34.755792, 0.069068, 50
34.755792, 0.000000, 50
